企业名称,登记状态,注册资本,所属区县,所属行业,江苏省企业地址,,经度,纬度,需求量,,
常州市宇达机械有限公司,存续,2000,金坛区,通用设备制造业,江苏省常州市金坛区临港路76号,,119.565208,31.760501,2.16E-06,,
常州泽阳新能源有限公司,存续,1000,金坛区,电气机械和器材制造业,江苏省常州市金坛区临港路76号,,119.558374,31.757854,1.08E-06,,
常州博纳德热处理系统有限公司,存续,1000,金坛区,专用设备制造业,江苏省常州市金坛区良常中路249号-33东侧,,119.562239,31.757783,1.08E-06,,
江苏金濠新能源科技有限公司,存续,2000,金坛区,电气机械和器材制造业,江苏省常州市金坛区良常西路308号,,119.55161,31.756008,2.16E-06,,
常州金坛旭东机械配件有限公司,存续,1000,金坛区,通用设备制造业,江苏省常州市金坛区良常路268号-27,,119.57652,31.78766,1.08E-06,,
常州蓝铁精工有限公司,存续,1000,金坛区,通用设备制造业,江苏省常州市金坛区凤凰城经济工业园25号东侧,,119.54957,31.75582,1.08E-06,,
江苏佳美仪器制造有限公司,存续,1000,金坛区,专用设备制造业,江苏省常州市金坛区良常中路249号13-1,,119.566233,31.759292,1.08E-06,,
江苏春宇精密机械有限公司,存续,1000,金坛区,通用设备制造业,江苏省常州市金坛区白塔路2777号,,119.56325,31.757586,1.08E-06,,
常州市晟兴电器有限公司,存续,1000,金坛区,电气机械和器材制造业,江苏省常州市金坛区良常中路269号,,119.552654,31.754788,1.08E-06,,
常州磐云精密机械有限公司,存续,1000,金坛区,通用设备制造业,江苏省常州市金坛区金城镇良常中路249号25号楼2号,,119.545757,31.75512,1.08E-06,,
常州金坛赛亚机械有限公司,存续,1000,金坛区,通用设备制造业,江苏省常州市金坛区良常中路249号28-1号,,119.555033,31.754544,1.08E-06,,
常州金坛万杰电器有限公司,存续,1020,金坛区,电气机械和器材制造业,江苏省常州市金坛区良常西路8号,,119.552643,31.754273,1.10E-06,,
常州金坛金军动力机械有限公司,存续,1000,金坛区,通用设备制造业,江苏省常州市金坛区上元路5号,,119.578113,31.790086,1.08E-06,,
常州晨泰电子有限公司,存续,1000,金坛区,计算机、通信和其他电子设备制造业,江苏省常州市金坛区西城路111号,,119.5746,31.762782,1.08E-06,,
江苏金鹏汽车座椅有限公司,存续,1200,金坛区,汽车制造业,江苏省常州市金坛区丹凤路15号,,119.57869,31.789366,1.30E-06,,
常州巨久回康医疗科技有限公司,存续,1000,金坛区,专用设备制造业,江苏省常州市金坛区西环一路6号,,119.57046,31.757948,1.08E-06,,
常州金坛宝压机械制造有限公司,存续,1000,金坛区,专用设备制造业,江苏省常州市金坛区丹凤路23号,,119.545115,31.752945,1.08E-06,,
常州市状科电器有限公司,存续,3500,金坛区,电气机械和器材制造业,江苏省常州市金坛区金城镇西环二路59号,,119.554532,31.752093,3.79E-06,,
海睿斯（江苏）机械科技有限公司,存续,2000,金坛区,通用设备制造业,江苏省常州市金坛区金城镇丹金路26号,,119.5795,31.791782,2.16E-06,,
江苏登冠医疗器械有限公司,存续,1800,金坛区,专用设备制造业,江苏省常州市金坛区丹凤西路17号,,119.54646,31.752004,1.95E-06,,
常州市凯斯特汽车附件有限公司,存续,1000,金坛区,汽车制造业,江苏省常州市金坛区西城路103号,,119.57211,31.75795,1.08E-06,,
常州中腾轨道交通装备有限公司,存续,1900,金坛区,铁路、船舶、航空航天和其他运输设备制造业,江苏省常州市金坛区金城镇丹凤西路10号,,119.57899,31.794227,2.05E-06,,
常州市金坛华光医用器材厂,存续,1000,金坛区,专用设备制造业,江苏省常州市金坛区金城工业园施家棚路9号,,119.578553,31.795748,1.08E-06,,
江苏昱帆包装机械有限公司,存续,1000,金坛区,专用设备制造业,江苏省常州市金坛区金城镇西环二路23-1号,,119.578764,31.760924,1.08E-06,,
江苏华博环保设备有限公司,存续,1000,金坛区,专用设备制造业,江苏省常州市金坛区丹金路5号,,119.54501,31.74797,1.08E-06,,
江苏金榆科技集团汽车电子有限公司,存续,1668,金坛区,仪器仪表制造业,江苏省常州市金坛区丹阳门北路张角山8号,,119.558859,31.748994,1.80E-06,,
常州金陵电力器材有限公司,存续,1000,金坛区,电气机械和器材制造业,江苏省常州市金坛区金城镇丹金路88号,,119.549333,31.748295,1.08E-06,,
常州铭光光电科技有限公司,存续,1000,金坛区,计算机、通信和其他电子设备制造业,江苏省常州市金坛区金城路212号,,119.563,31.749395,1.08E-06,,
常州市博爱环保设备厂,存续,1000,金坛区,专用设备制造业,江苏省常州市金坛区金城镇丹凤路51号,,119.604111,31.757854,1.08E-06,,
常州市阿碗精密机械有限公司,存续,1000,金坛区,专用设备制造业,江苏省常州市金坛区金城镇金城路211号,,119.556388,31.747531,1.08E-06,,
江苏鑫坛厨业有限公司,存续,2000,金坛区,专用设备制造业,江苏省常州市金坛区施家棚5号,,119.550862,31.746964,2.16E-06,,
常州金坛安顺厨房设备有限公司,在业,1000,金坛区,专用设备制造业,江苏省常州市金坛区施家棚5号,,119.578258,31.756273,1.08E-06,,
常州勤创汽车配件有限公司,存续,1000,金坛区,汽车制造业,江苏省常州市金坛区金城镇丹金路77号,,119.560772,31.746572,1.08E-06,,
江苏成鹏汽车内饰科技有限公司,存续,2000,金坛区,汽车制造业,江苏省常州市金坛区金城镇金城路216号,,119.524724,31.715761,2.16E-06,,
江苏奥轩光电科技有限公司,存续,1000,金坛区,电气机械和器材制造业,江苏省常州市金坛区金城镇金城路215号,,119.524724,31.715761,1.08E-06,,
江苏久力机械有限公司,存续,1000,金坛区,通用设备制造业,江苏省常州市金坛区金城镇白塔路1188号,,119.545294,31.699852,1.08E-06,,
常州金坛羊力机械厂,存续,1000,金坛区,通用设备制造业,江苏省常州市金坛区金城镇白塔路1188号,,119.545294,31.699852,1.08E-06,,
常州扬明实业有限公司,存续,3000,金坛区,铁路、船舶、航空航天和其他运输设备制造业,江苏省常州市金坛区金城镇白塔丹金路118号,,119.506235,31.739634,3.24E-06,,
江苏新春兰科学仪器有限公司,存续,1000,金坛区,仪器仪表制造业,江苏省常州市金坛区丹阳门北路9-G号,,119.484982,31.698862,1.08E-06,,
常州为高科技有限公司,存续,3190,金坛区,计算机、通信和其他电子设备制造业,江苏省常州市金坛区常溧路6号,,119.520164,31.74696,3.45E-06,,
常州金坛志强机械有限公司,存续,1000,金坛区,通用设备制造业,江苏省常州市金坛区北环西路130号,,119.597897,31.723247,1.08E-06,,
江苏耀通科技有限公司,存续,1000,金坛区,仪器仪表制造业,江苏省常州市金坛区金城镇西坝头路69号,,119.509082,31.675522,1.08E-06,,
常州天坛燃气设备有限公司,存续,1200,金坛区,仪器仪表制造业,江苏省常州市金坛区金城镇白龙荡村委青龙村1号,,119.556388,31.747531,1.30E-06,,
江苏天坛实业有限公司,存续,2000,金坛区,电气机械和器材制造业,江苏省常州市金坛区金城镇白龙荡村委青龙村1号,,119.556388,31.747531,2.16E-06,,
江苏恒通环保科技有限公司,存续,1000,金坛区,专用设备制造业,江苏省常州市金坛区金城镇白龙荡村委青龙村100-23号,,119.531741,31.749463,1.08E-06,,
艾米机器人（江苏）有限公司,存续,1080,金坛区,专用设备制造业,江苏省常州市金坛区九州里花园二期7号楼1047#,,119.526651,31.671113,1.17E-06,,
江苏华兴电子有限公司,存续,1000,金坛区,计算机、通信和其他电子设备制造业,江苏省常州市金坛区金沙大道1358号,,119.556388,31.747531,1.08E-06,,
江苏迈创医疗器械有限公司,存续,1000,金坛区,专用设备制造业,江苏省常州市金坛区乌龙山168号,,119.564333,31.7303,1.08E-06,,
江苏天驰轴承有限公司,存续,1000,金坛区,通用设备制造业,江苏省常州市金坛区西岗集镇(港城北路),,119.464741,31.737637,1.08E-06,,
常州博海照明电器有限公司,存续,1000,金坛区,电气机械和器材制造业,江苏省常州市金坛区朱林镇西岗村港城路31号,,119.569841,31.722353,1.08E-06,,
江苏乐顺国际货运代理有限公司,存续,1000,金坛区,多式联运和运输代理业,江苏省常州市金坛区金城南路229号2号楼741号,,119.482438,31.73906,1.08E-06,,
江苏拓威机械有限公司,存续,1500,金坛区,专用设备制造业,江苏省常州市金坛区金城镇后阳集镇后阳街3号,,119.549333,31.748295,1.62E-06,,
常州金坛金源电子有限公司,存续,1000,金坛区,仪器仪表制造业,江苏省常州市金坛区金城镇后阳街1号,,119.569841,31.722353,1.08E-06,,
江苏晨阳机械有限公司,存续,1200,金坛区,专用设备制造业,江苏省常州市金坛区金城镇后阳街1号,,119.569841,31.722353,1.30E-06,,
江苏汇洲电梯部件有限公司,存续,1000,金坛区,通用设备制造业,江苏省常州市金坛区指前镇王母观村委上溪圩505号,,119.527674,31.670177,1.08E-06,,
江苏鑫田柴油机有限公司,存续,1010,金坛区,通用设备制造业,江苏省常州市金坛区金城镇后阳集镇兴阳北路,,119.570903,31.724669,1.09E-06,,
常州金坛鑫豪特种机械配件有限公司,存续,1000,金坛区,通用设备制造业,江苏省常州市金坛区金城镇洮西工业集中区中路1号,,119.464741,31.737637,1.08E-06,,
江苏雅蜜水疗设备科技有限公司,存续,1380,金坛区,专用设备制造业,江苏省常州市金坛区金城镇金阳路99号,,119.464741,31.737637,1.49E-06,,
江苏三驰机械科技有限公司,存续,1000,金坛区,通用设备制造业,江苏省常州市金坛区金沙大道698号,,119.54646,31.752004,1.08E-06,,
江苏德尔福汽车内装饰有限公司,存续,1180,金坛区,汽车制造业,江苏省常州市金坛区金城镇花桥村委马家村118号,,119.59237,31.719918,1.28E-06,,
江苏耀通科技有限公司,存续,1000,金坛区,仪器仪表制造业,江苏省常州市金坛区金城镇西坝头路69号,,119.545115,31.752945,1.08E-06,,
常州佰世环保设备有限公司,存续,2500,金坛区,专用设备制造业,江苏省常州市金坛区朱林镇东大街668号,,119.546488,31.752868,2.70E-06,,
江苏佳和电光源科技有限公司,存续,1000,金坛区,电气机械和器材制造业,江苏省常州市金坛区东下丘118号,,119.545757,31.75512,1.08E-06,,
常州为高科技有限公司,存续,3190,金坛区,计算机、通信和其他电子设备制造业,江苏省常州市金坛区常溧路6号,,119.558859,31.748994,3.45E-06,,
江苏特登欧医疗器械有限公司,存续,1000,金坛区,专用设备制造业,江苏省常州市金坛区朱庄花苑B区9-86号,,119.548845,31.755185,1.08E-06,,
江苏鑫特石油设备有限公司,存续,2000,金坛区,专用设备制造业,江苏省常州市金坛区洮西工业园内,,119.569431,31.73917,2.16E-06,,
格日液压科技（常州）有限公司,存续,2000,金坛区,专用设备制造业,江苏省常州市金坛区指前镇下新河村委下新河村110号,,119.549501,31.755425,2.16E-06,,
江苏成业地效翼船有限公司,存续,1700,金坛区,铁路、船舶、航空航天和其他运输设备制造业,江苏省常州市金坛区朱林镇长兴工业园区19号,,119.552643,31.754273,1.84E-06,,
常州市旺达变压器有限公司,存续,1520,金坛区,电气机械和器材制造业,江苏省常州市金坛区朱林镇工业集中区168号,,119.54957,31.75582,1.64E-06,,
江苏奥轩光电科技有限公司,存续,1000,金坛区,电气机械和器材制造业,江苏省常州市金坛区金城镇金城路215号,,119.55161,31.756008,1.08E-06,,
常州市金坛隆宇机械有限公司,存续,1000,金坛区,通用设备制造业,江苏省常州市金坛区朱林镇长兴工业园区158号,,119.555033,31.754544,1.08E-06,,
江苏成鹏汽车内饰科技有限公司,存续,2000,金坛区,汽车制造业,江苏省常州市金坛区金城镇金城路216号,,119.441816,31.728289,2.16E-06,,
索科赛斯（江苏）机械科技有限公司,存续,1000,金坛区,汽车制造业,江苏省常州市金坛区金坛大道58号,,119.441816,31.728289,1.08E-06,,
常州市阿碗精密机械有限公司,存续,1000,金坛区,专用设备制造业,江苏省常州市金坛区金城镇金城路211号,,119.568533,31.745469,1.08E-06,,
常州铭光光电科技有限公司,存续,1000,金坛区,计算机、通信和其他电子设备制造业,江苏省常州市金坛区金城路212号,,119.568533,31.745469,1.08E-06,,
江苏英格尔减速机有限公司,存续,1000,金坛区,通用设备制造业,江苏省常州市金坛区朱林镇红旗圩村委东坵桥505-46号,,119.572681,31.742384,1.08E-06,,
常州浩源兴隆电子科技有限公司,存续,1019,金坛区,电气机械和器材制造业,江苏省常州市金坛区西门大街110栋101室,,119.463041,31.782629,1.10E-06,,
江苏巨人焊接有限公司,存续,1500,金坛区,通用设备制造业,江苏省常州市金坛区江南路32号,,119.553471,31.760246,1.62E-06,,
常州百和菱智能装备有限责任公司,存续,1000,金坛区,专用设备制造业,江苏省常州市金坛区朱林镇朱林大道268-1号,,119.558374,31.757854,1.08E-06,,
江苏鑫坛厨业有限公司,存续,2000,金坛区,专用设备制造业,江苏省常州市金坛区施家棚5号,,119.560233,31.758071,2.16E-06,,
常州金坛安顺厨房设备有限公司,在业,1000,金坛区,专用设备制造业,江苏省常州市金坛区施家棚5号,,119.559286,31.765412,1.08E-06,,
常州中腾轨道交通装备有限公司,存续,1900,金坛区,铁路、船舶、航空航天和其他运输设备制造业,江苏省常州市金坛区金城镇丹凤西路10号,,119.558882,31.759759,2.05E-06,,
江苏金盛节水科技有限公司,存续,3008,金坛区,专用设备制造业,江苏省常州市金坛区汤庄镇沿河西路6号,,119.562239,31.757783,3.25E-06,,
江苏中特石油设备科技有限公司,存续,1000,金坛区,专用设备制造业,江苏省常州市金坛区指前镇下新河村委下新河村111号,,119.579808,31.741435,1.08E-06,,
江苏昱帆包装机械有限公司,存续,1000,金坛区,专用设备制造业,江苏省常州市金坛区金城镇西环二路23-1号,,119.579808,31.741435,1.08E-06,,
江苏登冠医疗器械有限公司,存续,1800,金坛区,专用设备制造业,江苏省常州市金坛区丹凤西路17号,,119.578102,31.743842,1.95E-06,,
常州市状科电器有限公司,存续,3500,金坛区,电气机械和器材制造业,江苏省常州市金坛区金城镇西环二路59号,,119.560896,31.760784,3.79E-06,,
常州市金坛华光医用器材厂,存续,1000,金坛区,专用设备制造业,江苏省常州市金坛区金城工业园施家棚路9号,,119.560896,31.760784,1.08E-06,,
常州金坛志强机械有限公司,存续,1000,金坛区,通用设备制造业,江苏省常州市金坛区北环西路130号,,119.560896,31.760784,1.08E-06,,
江苏佳顺达智能装备有限公司,存续,1000,金坛区,专用设备制造业,江苏省常州市金坛区朱林镇永兴南路999-52号,,119.495773,31.614834,1.08E-06,,
常州市金坛区普米尔医疗器械有限公司,存续,1000,金坛区,专用设备制造业,江苏省常州市金坛区文化路199号-1层1号,,119.574745,31.750219,1.08E-06,,
常州中驰车业科技有限公司,存续,1000,金坛区,汽车制造业,江苏省常州市金坛区洮西集镇西街18号,,119.458223,31.743045,1.08E-06,,
常州金坛天源电气成套设备有限公司,存续,1200,金坛区,通用设备制造业,江苏省常州市金坛区南环二路30号,,119.561205,31.761331,1.30E-06,,
江苏拜尔土木工程仪器有限公司,存续,1186,金坛区,仪器仪表制造业,江苏省常州市金坛区儒林镇沿河西路36号,,119.560896,31.760784,1.28E-06,,
常州市宇达机械有限公司,存续,2000,金坛区,通用设备制造业,江苏省常州市金坛区临港路76号,,119.453625,31.737174,2.16E-06,,
常州泽阳新能源有限公司,存续,1000,金坛区,电气机械和器材制造业,江苏省常州市金坛区临港路76号,,119.561906,31.761916,1.08E-06,,
江苏金濠新能源科技有限公司,存续,2000,金坛区,电气机械和器材制造业,江苏省常州市金坛区良常西路308号,,119.582962,31.741958,2.16E-06,,
江苏金鹏汽车座椅有限公司,存续,1200,金坛区,汽车制造业,江苏省常州市金坛区丹凤路15号,,119.562014,31.762267,1.30E-06,,
常州金坛万杰电器有限公司,存续,1020,金坛区,电气机械和器材制造业,江苏省常州市金坛区良常西路8号,,119.59237,31.719918,1.10E-06,,
常州金坛宝压机械制造有限公司,存续,1000,金坛区,专用设备制造业,江苏省常州市金坛区丹凤路23号,,119.59237,31.719918,1.08E-06,,
江苏伟岸智能科技有限公司,存续,1000,金坛区,专用设备制造业,江苏省常州市金坛区西城街道县府路69-184号,,119.564664,31.762046,1.08E-06,,
江苏熠煦光电科技有限公司,存续,1000,金坛区,计算机、通信和其他电子设备制造业,江苏省常州市金坛区县府路69-226号,,119.57046,31.757948,1.08E-06,,
江苏路尔环保科技有限公司,存续,1000,金坛区,专用设备制造业,江苏省常州市金坛区县府路69-331号,,119.556472,31.766735,1.08E-06,,
江苏磁源动力科技有限公司,存续,2000,金坛区,电气机械和器材制造业,江苏省常州市金坛北门大街1号,,119.582861,31.745377,2.16E-06,,
常州巨久回康医疗科技有限公司,存续,1000,金坛区,专用设备制造业,江苏省常州市金坛区西环一路6号,,119.559286,31.765412,1.08E-06,,
常州市晟兴电器有限公司,存续,1000,金坛区,电气机械和器材制造业,江苏省常州市金坛区良常中路269号,,119.464741,31.737637,1.08E-06,,
常州磐云精密机械有限公司,存续,1000,金坛区,通用设备制造业,江苏省常州市金坛区金城镇良常中路249号25号楼2号,,119.565711,31.76212,1.08E-06,,
江苏文嘉勄木塑装备制造有限公司,存续,1000,金坛区,通用设备制造业,江苏省常州市金坛区指前镇下新河集镇101-2号,,119.557683,31.767097,1.08E-06,,
江苏汉勒斯电梯有限公司,存续,1188,金坛区,专用设备制造业,江苏省常州市金坛区北环西路收费口4号,,119.557683,31.767097,1.28E-06,,
安普汽车部件（江苏）有限公司,存续,1000,金坛区,汽车制造业,江苏省常州市金坛区西城街道仓房小区14-2号,,119.557683,31.767097,1.08E-06,,
江苏金动动力机械有限公司,存续,1000,金坛区,通用设备制造业,江苏省常州市金坛区金西工业园朱延路1号,,119.57211,31.75795,1.08E-06,,
江苏佳美仪器制造有限公司,存续,1000,金坛区,专用设备制造业,江苏省常州市金坛区良常中路249号13-1,,119.590927,31.733265,1.08E-06,,
常州金坛赛亚机械有限公司,存续,1000,金坛区,通用设备制造业,江苏省常州市金坛区良常中路249号28-1号,,119.57211,31.75795,1.08E-06,,
常州博纳德热处理系统有限公司,存续,1000,金坛区,专用设备制造业,江苏省常州市金坛区良常中路249号-33东侧,,119.586359,31.74282,1.08E-06,,
常州龙泰线缆有限公司,存续,1276,金坛区,计算机、通信和其他电子设备制造业,江苏省常州市金坛区朱林西大街668号,,119.446206,31.730583,1.38E-06,,
常州蓝铁精工有限公司,存续,1000,金坛区,通用设备制造业,江苏省常州市金坛区凤凰城经济工业园25号东侧,,119.446206,31.730583,1.08E-06,,
常州中鑫光伏有限公司,存续,1000,金坛区,电气机械和器材制造业,江苏省常州市金坛区薛埠镇工业园区东环一路118-2号,,119.589915,31.737985,1.08E-06,,
江苏和祺电气设备制造有限公司,存续,1018,金坛区,专用设备制造业,江苏省常州市金坛区薛埠镇工业园区东环一路118号,,119.589915,31.737985,1.10E-06,,
常州市凯斯特汽车附件有限公司,存续,1000,金坛区,汽车制造业,江苏省常州市金坛区西城路103号,,119.59028,31.73752,1.08E-06,,
常州金坛旭东机械配件有限公司,存续,1000,金坛区,通用设备制造业,江苏省常州市金坛区良常路268号-27,,119.59028,31.73752,1.08E-06,,
常州晨泰电子有限公司,存续,1000,金坛区,计算机、通信和其他电子设备制造业,江苏省常州市金坛区西城路111号,,119.59028,31.73752,1.08E-06,,
江苏春宇精密机械有限公司,存续,1000,金坛区,通用设备制造业,江苏省常州市金坛区白塔路2777号,,119.56141,31.766763,1.08E-06,,
江苏亨泰汽车零部件有限公司,存续,3000,金坛区,汽车制造业,江苏省常州市金坛区金坛大道58号,,119.552197,31.771569,3.24E-06,,
江苏常友环保科技股份有限公司,存续,33227871,金坛区,专用设备制造业,江苏省常州市金坛区金坛大道92号,,119.556406,31.770118,3.59E-02,,
常州金坛泰成电子科技有限公司,存续,3.16E+11,金坛区,计算机、通信和其他电子设备制造业,江苏省常州市金坛区薛埠镇工业集中区东环一路8号,,119.55664,31.770213,3.42E+02,,
江苏东禾电声配件有限公司,存续,1914,金坛区,电气机械和器材制造业,江苏省常州市金坛区薛埠镇工业集中区东环一路8号,,119.55664,31.770213,2.07E-06,,
江苏宝骏光电材料有限公司,存续,1000,金坛区,电气机械和器材制造业,江苏省常州市金坛区红山路28号,,119.55664,31.770213,1.08E-06,,
常州金坛金军动力机械有限公司,存续,1000,金坛区,通用设备制造业,江苏省常州市金坛区上元路5号,,119.553537,31.771536,1.08E-06,,
常州市博爱环保设备厂,存续,1000,金坛区,专用设备制造业,江苏省常州市金坛区金城镇丹凤路51号,,119.464741,31.737637,1.08E-06,,
江苏臻润自动化设备有限公司,存续,1000,金坛区,专用设备制造业,江苏省常州市金坛区金城镇白塔路1459号,,119.556388,31.747531,1.08E-06,,
江苏新春兰科学仪器有限公司,存续,1000,金坛区,仪器仪表制造业,江苏省常州市金坛区丹阳门北路9-G号,,119.554587,31.771579,1.08E-06,,
江苏旭达激光智能装备有限公司,存续,1000,金坛区,专用设备制造业,江苏省常州市金坛区朱林镇朱武路1-1号,,119.564335,31.766809,1.08E-06,,
瑞博医疗科技（常州）有限公司,存续,1000,金坛区,专用设备制造业,江苏省常州市金坛区金城镇红山路29号,,119.56724,31.765337,1.08E-06,,
江苏科析仪器有限公司,存续,1000,金坛区,专用设备制造业,江苏省常州市金坛区景潭花园A1-14号,,119.564936,31.766911,1.08E-06,,
常州市金坛大地自动化仪器厂,存续,1200,金坛区,仪器仪表制造业,江苏省常州市金坛区金城镇东门大街384号,,119.561663,31.768849,1.30E-06,,
江苏中远消防设备有限公司,存续,1500,金坛区,专用设备制造业,江苏省常州市金坛区金城镇红山路27号,,119.554745,31.772169,1.62E-06,,
常州润东创业投资合伙企业（有限合伙）,存续,2000,金坛区,专用设备制造业,江苏省常州市金坛区北环东路118-1-32#、1-33#,,119.551919,31.773774,2.16E-06,,
常州昕美达微创医疗器械科技有限公司,存续,1000,金坛区,专用设备制造业,江苏省常州市金坛区朱林镇龙溪大道99号,,119.563151,31.768787,1.08E-06,,
江苏路强智慧交通科技有限公司,存续,4500,金坛区,汽车制造业,江苏省常州市金坛区朱林镇龙溪大道99-2号,,119.441816,31.728289,4.87E-06,,
江苏梓源汽车科技有限公司,存续,3000,金坛区,汽车制造业,江苏省常州市金坛区朱林镇龙溪大道99-8号,,119.441816,31.728289,3.24E-06,,
江苏恒鼎汽车科技有限公司,存续,3000,金坛区,汽车制造业,江苏省常州市金坛区朱林镇龙溪大道99-8号,,119.556388,31.747531,3.24E-06,,
江苏巨晶新材料科技有限公司,存续,2000,金坛区,计算机、通信和其他电子设备制造业,江苏省常州市金坛区朱林镇金西工业园龙溪大道99号,,119.444388,31.735701,2.16E-06,,
江苏源源汽车零部件有限公司,存续,3000,金坛区,汽车制造业,江苏省常州市金坛区金城镇白塔工业集中区金宜路1号,,119.567756,31.772187,3.24E-06,,
江苏新凯源汽车零部件制造有限公司,存续,3000,金坛区,汽车制造业,江苏省常州市金坛区金城镇白塔工业集中区金宜路1号,,119.597897,31.723247,3.24E-06,,
常州汇宸汽车部件有限公司,存续,1000,金坛区,汽车制造业,江苏省常州市金坛区金城镇白塔工业集中区金宜路1号,,119.57414,31.762799,1.08E-06,,
常州市泰瑞包装科技有限公司,在业,1000,金坛区,专用设备制造业,江苏省常州市金坛区金城镇红山路10号,,119.587769,31.749171,1.08E-06,,
常州市金坛军荣机械有限公司,存续,1980,金坛区,通用设备制造业,江苏省常州市金坛区金城镇红山路23-3号,,119.587711,31.74945,2.14E-06,,
江苏恒远仪器有限公司,存续,1000,金坛区,仪器仪表制造业,江苏省常州市金坛区金城工业园区盐港路98号,,119.556388,31.747531,1.08E-06,,
常州市金云精密机械配件有限公司,存续,3020,金坛区,通用设备制造业,江苏省常州市金坛区金城镇怒江路18号,,119.5746,31.762782,3.27E-06,,
江苏托玛斯机器人科技有限公司,存续,1000,金坛区,专用设备制造业,江苏省常州市金坛区荆元路75号-3,,119.440239,31.726294,1.08E-06,,
江苏正名智能科技有限公司,存续,1500,金坛区,电气机械和器材制造业,江苏省常州市金坛区金城镇荆元路75号-2,,119.440239,31.726294,1.62E-06,,
日正升汽车科技（常州）有限公司,存续,3000,金坛区,汽车制造业,江苏省常州市金坛区朱林镇朱武路5号,,119.463451,31.738925,3.24E-06,,
江苏圣迈亿密封件有限公司,存续,1000,金坛区,通用设备制造业,江苏省常州市金坛区红山路2号,,119.440239,31.726294,1.08E-06,,
江苏环宇工业炉科技有限公司,存续,1000,金坛区,专用设备制造业,江苏省常州市金坛区金城镇工业集中区红山路7号,,119.600363,31.730626,1.08E-06,,
常州满鑫机械科技有限公司,存续,1000,金坛区,通用设备制造业,江苏省常州市金坛区金城镇白塔路2806号,,119.567057,31.770617,1.08E-06,,
常州市金坛耐思得自行车有限公司,存续,2000,金坛区,铁路、船舶、航空航天和其他运输设备制造业,江苏省常州市金坛区金西工业园118号,,119.438383,31.728182,2.16E-06,,
常州源通电子科技有限公司,存续,1000,金坛区,计算机、通信和其他电子设备制造业,江苏省常州市金坛区后关路8号,,119.464741,31.737637,1.08E-06,,
江苏荣创物流设备有限公司,存续,1600,金坛区,专用设备制造业,江苏省常州市金坛区朱林镇金西工业园永兴南路26号,,119.58949,31.75138,1.73E-06,,
常州思泉汽车科技有限公司,存续,1000,金坛区,汽车制造业,江苏省常州市金坛区朱林镇永兴南路32号,,119.5992,31.735269,1.08E-06,,
江苏源鼎科技有限公司,存续,1000,金坛区,专用设备制造业,江苏省常州市金坛区金城镇西园路3号,,119.595932,31.742802,1.08E-06,,
江苏康芝环保科技有限公司,存续,1000,金坛区,专用设备制造业,江苏省常州市金坛区朱林镇金西工业园创业路109号,,119.595932,31.742802,1.08E-06,,
常州远方卓越汽车部件有限公司,存续,2000,金坛区,汽车制造业,江苏省常州市金坛区盐港中路138号,,119.595932,31.742802,2.16E-06,,
江苏华博环保设备有限公司,存续,1000,金坛区,专用设备制造业,江苏省常州市金坛区丹金路5号,,119.595932,31.742802,1.08E-06,,
江苏永展汽车零部件有限公司,存续,1000,金坛区,汽车制造业,江苏省常州市金坛区薛埠镇工业园区东环二路38号,,119.595932,31.742802,1.08E-06,,
江苏耐莱能源环保科技有限公司,存续,1000,金坛区,专用设备制造业,江苏省常州市金坛区薛埠镇工业园区东环二路28号,,119.595932,31.742802,1.08E-06,,
江苏良腾机械有限公司,存续,1000,金坛区,专用设备制造业,江苏省常州市金坛区金城镇西园路5号,,119.595932,31.742802,1.08E-06,,
江苏金榆科技集团汽车电子有限公司,存续,1668,金坛区,仪器仪表制造业,江苏省常州市金坛区丹阳门北路张角山8号,,119.595932,31.742802,1.80E-06,,
江苏科豪智能科技有限公司,存续,1000,金坛区,仪器仪表制造业,江苏省常州市金坛区朱林镇金西工业园五联路99号,,119.595932,31.742802,1.08E-06,,
常州市荣科电器有限公司,存续,1000,金坛区,电气机械和器材制造业,江苏省常州市金坛区盐港中路121号,,119.595932,31.742802,1.08E-06,,
江苏丰昌机电科技有限公司,存续,2000,金坛区,专用设备制造业,江苏省常州市金坛区荆元路69号,,119.567756,31.772187,2.16E-06,,
江苏东创智能科技有限公司,存续,1000,金坛区,专用设备制造业,江苏省常州市金坛区薛埠镇工业园区东环二路15号,,119.567756,31.772187,1.08E-06,,
江苏长运定制客运服务常州金坛有限公司,存续,1000,金坛区,交通运输、仓储和邮政业,江苏省常州市金坛区东环二路39号,,119.567756,31.772187,1.08E-06,,
常州腾程电力成套设备有限公司,存续,4800,金坛区,电气机械和器材制造业,江苏省常州市金坛区薛埠镇工业园区东环二路45号,,119.567756,31.772187,5.19E-06,,
江苏芯聚电子新材料有限公司,存续,1000,金坛区,计算机、通信和其他电子设备制造业,江苏省常州市金坛区西城北路88号,,119.567756,31.772187,1.08E-06,,
江苏聚信电子新材料有限公司,存续,1000,金坛区,计算机、通信和其他电子设备制造业,江苏省常州市金坛区西城北路88号,,119.567756,31.772187,1.08E-06,,
江苏鹤鸿汽车科技有限公司,存续,3000,金坛区,汽车制造业,江苏省常州市金坛区朱林镇龙溪大道219号,,119.567756,31.772187,3.24E-06,,
凯明（常州）新材料科技有限公司,存续,1500,金坛区,汽车制造业,江苏省常州市金坛区朱林镇龙溪大道209号,,119.567756,31.772187,1.62E-06,,
