企业名称,登记状态,注册资本,所属区县,所属行业,江苏省企业地址,,经度,纬度,需求量,,
常州金坛盘固轧石有限公司,存续,2000,金坛区,非金属矿物制品业,江苏省常州市金坛区薛埠镇茅洲路28号,,119.581203,31.760372,1.34E-05,,
江苏傲润塑业科技有限公司,存续,2000,金坛区,橡胶和塑料制品业,江苏省常州市金坛区尧塘镇工业园区经十二路18号,,119.581203,31.760372,1.34E-05,,
江苏宝弘塑业有限公司,存续,1000,金坛区,橡胶和塑料制品业,江苏省常州市金坛区尧塘镇工业区经十二路18号,,119.654357,31.747039,6.70E-06,,
江苏肇风机电设备有限公司,存续,1000,金坛区,电气机械和器材制造业,江苏省常州市金坛区兴华路167号,,119.511758,31.743451,6.70E-06,,
江苏好牧人塑业有限公司,存续,2000,金坛区,橡胶和塑料制品业,江苏省常州市金坛区尧塘镇工业园区经十二路18号,,119.5813,31.787491,1.34E-05,,
常州杰铭新材料科技有限公司,存续,1000,金坛区,橡胶和塑料制品业,江苏省常州市金坛区月湖北路33号,,119.579808,31.741435,6.70E-06,,
江苏澋润数控科技有限公司,存续,1000,金坛区,通用设备制造业,江苏省常州市金坛区珠山路19号,,119.59172,31.761802,6.70E-06,,
江苏东方正泽生物科技有限公司,存续,1000,金坛区,医药制造业,江苏省常州市金坛区月湖北路59号,,119.591381,31.773156,6.70E-06,,
江苏艾龙森汽车部件有限公司,存续,2600,金坛区,汽车制造业,江苏省常州市金坛区月湖北路39号,,119.591381,31.773156,1.74E-05,,
江苏航锐科技有限公司,存续,1000,金坛区,铁路、船舶、航空航天和其他运输设备制造业,江苏省常州市金坛区珠山路17号,,119.582962,31.741958,6.70E-06,,
安格诺尔（江苏）智能电气有限公司,存续,3100,金坛区,电气机械和器材制造业,江苏省常州市金坛区尧塘镇亿晶路9号,,119.58975,31.782689,2.08E-05,,
江苏悦马特机械科技有限公司,存续,1000,金坛区,通用设备制造业,江苏省常州市金坛区文景路6号,,119.592211,31.775626,6.70E-06,,
常州拓浦照明科技有限公司,存续,1000,金坛区,电气机械和器材制造业,江苏省常州市金坛区尧塘镇亿晶路9号,,119.597897,31.723247,6.70E-06,,
江苏江南清洁能源研究院有限公司,存续,1000,金坛区,电气机械和器材制造业,江苏省常州市金坛区尧塘镇亿晶路9号,,119.597972,31.764989,6.70E-06,,
江苏宝财自动化装备有限公司,存续,1000,金坛区,仪器仪表制造业,江苏省常州市金坛区文景路1号,,119.597972,31.764989,6.70E-06,,
常州市金坛区金城港投资建设有限公司,存续,26000,金坛区,水上运输业,江苏省常州市金坛区金城镇临港路99号,,119.590898,31.741398,1.74E-04,,
常州中融能源科技有限公司,存续,10000,金坛区,电气机械和器材制造业,江苏省常州市金坛区临港路9号,,119.597377,31.78045,6.70E-05,,
晨风（江苏）针织饰品有限公司,存续,6000,金坛区,纺织业,江苏省常州市金坛区金城南路166号,,119.597897,31.723247,4.02E-05,,
江苏晨洋电缆有限公司,存续,15800,金坛区,电气机械和器材制造业,江苏省常州市金坛区金城镇白塔路1459号,,119.595244,31.743199,1.06E-04,,
常州正鹏服饰有限公司,存续,5000,金坛区,纺织服装、服饰业,江苏省常州市金坛区金城镇开元路20-7号,,119.600601,31.753384,3.35E-05,,
安普科技有限公司,存续,10000,金坛区,仪器仪表制造业,江苏省常州市金坛区金城镇西环二路16号,,119.60202,31.773251,6.70E-05,,
常州金源永利达电子科技有限公司,存续,5455,金坛区,仪器仪表制造业,江苏省常州市金坛区金城镇西环二路16号,,119.595932,31.742802,3.66E-05,,
常州中晟智能制造有限公司,存续,5000,金坛区,汽车制造业,江苏省常州市金坛区荆元路77号,,119.595932,31.742802,3.35E-05,,
通发新材料有限公司,存续,5000,金坛区,非金属矿物制品业,江苏省常州市金坛区丹荆路7号,,119.595932,31.742802,3.35E-05,,
江苏润龙电力器材有限公司,存续,5160,金坛区,电气机械和器材制造业,江苏省常州市金坛区金城镇白塔路99号,,119.595932,31.742802,3.46E-05,,
江苏易成电力器材有限公司,存续,13766,金坛区,电气机械和器材制造业,江苏省常州市金坛区金城镇工业园区红山路1号,,119.595932,31.742802,9.23E-05,,
江苏星云谷新能源汽车有限公司,存续,6000,金坛区,汽车制造业,江苏省常州市金坛区盐港中路69号9幢,,119.595932,31.742802,4.02E-05,,
常州中晟新能源科技有限公司,存续,6380,金坛区,铁路、船舶、航空航天和其他运输设备制造业,江苏省常州市金坛区盐港中路69号9幢,,119.601069,31.742548,4.28E-05,,
江苏派崴智能科技有限公司,存续,5000,金坛区,仪器仪表制造业,江苏省常州市金坛区金城镇盐港中路9号,,119.597603,31.735522,3.35E-05,,
江苏一筑一城建设工程有限公司,存续,5000,金坛区,非金属矿物制品业,江苏省常州市金坛区盐港中路69号9幢,,119.58677,31.80663,3.35E-05,,
江苏忠大新能源科技有限公司,存续,20000,金坛区,汽车制造业,江苏省常州市金坛区盐港中路69号9幢,,119.6012,31.795884,1.34E-04,,
江苏康泰热交换设备工程有限公司,存续,21093050066,金坛区,电气机械和器材制造业,江苏省常州市金坛区丹阳门北路98号,,119.6012,31.795884,1.41E+02,,
江苏金榆科技集团有限公司,存续,5000,金坛区,汽车制造业,江苏省常州市金坛区金城镇丹阳门北路张角山10号,,119.6012,31.795884,3.35E-05,,
江苏亚达服装厂有限公司,存续,5000,金坛区,纺织服装、服饰业,江苏省常州市金坛区西门大街88号,,119.6012,31.795884,3.35E-05,,
江苏天辉锂电池有限公司,存续,30000,金坛区,电气机械和器材制造业,江苏省常州市金坛区良常路86号,,119.6012,31.795884,2.01E-04,,
鹏辉能源常州动力锂电有限公司,存续,20000,金坛区,电气机械和器材制造业,江苏省常州市金坛区良常路86号,,119.611809,31.76529,1.34E-04,,
延锋轻质复合材料（常州）有限公司,存续,8000,金坛区,橡胶和塑料制品业,江苏省常州市金坛区华城路1668号(经营场所:常州市金坛区华业路139号车间九一层),,119.610608,31.751899,5.36E-05,,
江苏皇威动力有限公司,存续,6000,金坛区,通用设备制造业,江苏省常州市金坛区金城镇后阳集镇后阳街71号,,119.610608,31.751899,4.02E-05,,
常州亚邦制药有限公司,存续,7000,金坛区,医药制造业,江苏省常州市金坛区良常东路6号,,119.595932,31.742802,4.69E-05,,
江苏领越电气有限公司,存续,5058,金坛区,电气机械和器材制造业,江苏省常州市金坛区薛埠镇工业园区东环一路118号,,119.613594,31.753505,3.39E-05,,
江苏帝姆斯制冷设备有限公司,存续,5050,金坛区,通用设备制造业,江苏省常州市金坛区华城中路1668号,,119.45433,31.795067,3.38E-05,,
常州鑫塑管业科技有限公司,存续,5168,金坛区,橡胶和塑料制品业,江苏省常州市金坛区金城中路632号,,119.501115,31.81957,3.46E-05,,
常州中达建材有限公司,存续,5000,金坛区,非金属矿物制品业,江苏省常州市金坛区金城镇金宜路28号,,119.468507,31.78,3.35E-05,,
江苏源力汽车内饰件有限公司,存续,9518,金坛区,汽车制造业,江苏省常州市金坛区金城镇白塔工业集中区金宜路1号,,119.623311,31.750199,6.38E-05,,
常州金坛泰都实业有限公司,存续,7.14E+11,金坛区,纺织服装、服饰业,江苏省常州市金坛区华城中路138号,,119.624468,31.731761,4.79E+03,,
巍捷尔机床（中国）有限公司,存续,6390,金坛区,通用设备制造业,江苏省常州市金坛区华城中路168号,,119.597897,31.723247,4.28E-05,,
常州京西汽车电子科技有限公司,存续,5000,金坛区,汽车制造业,江苏省常州市金坛区华城中路168号,,119.464787,31.780432,3.35E-05,,
卡迈锡精密成形（江苏）有限公司,存续,6380,金坛区,汽车制造业,江苏省常州市金坛区华城中路168号,,119.62821,31.753363,4.28E-05,,
迈恩德（中国）电子有限公司,存续,10000,金坛区,汽车制造业,江苏省常州市金坛区华城中路168号,,119.628302,31.751498,6.70E-05,,
江苏铭创互联幕墙新材料有限公司,存续,5188,金坛区,非金属矿物制品业,江苏省常州市金坛区华城中路168号,,119.628265,31.749895,3.48E-05,,
雷诺德（中国）传动产品有限公司,存续,7656,金坛区,通用设备制造业,江苏省常州市金坛区华城中路168号,,119.629123,31.747367,5.13E-05,,
江苏百冠汽车配件有限公司,存续,12760,金坛区,汽车制造业,江苏省常州市金坛区晨风路877号,,119.634693,31.74402,8.55E-05,,
常州市金坛区国安汽车工业有限公司,存续,100000,金坛区,汽车制造业,江苏省常州市金坛区东城宜景苑7-110、210号,,119.46018,31.781849,6.70E-04,,
赫伯陶瓷材料有限公司,存续,20000,金坛区,非金属矿物制品业,江苏省常州市金坛区晨风路61号,,119.458843,31.777019,1.34E-04,,
常州金坛鑫隆防水塑胶制品有限公司,存续,10158,金坛区,橡胶和塑料制品业,江苏省常州市金坛区金宜路8号,,119.458843,31.777019,6.81E-05,,
耀玻（常州）车辆科技有限公司,存续,5000,金坛区,铁路、船舶、航空航天和其他运输设备制造业,江苏省常州市金坛区金湖路998号,,119.463451,31.738925,3.35E-05,,
江苏智信新能源车辆科技有限公司,存续,5000,金坛区,汽车制造业,江苏省常州市金坛区金湖路998号,,119.630055,31.742918,3.35E-05,,
江苏经纬宏博汽车零部件股份有限公司,存续,5000,金坛区,汽车制造业,江苏省常州市金坛区金湖路998号,,119.461541,31.793149,3.35E-05,,
金坛柴油机常州有限公司,存续,509122,金坛区,通用设备制造业,江苏省常州市金坛区华城东路1号,,119.63427,31.743114,3.41E-03,,
江苏天由发展有限公司,存续,5000,金坛区,仪器仪表制造业,江苏省江苏省常州市金坛区华城东路188号,,119.635361,31.74785,3.35E-05,,
江苏乾锦工程材料有限公司,存续,5000,金坛区,非金属矿物制品业,江苏省常州市金坛区晨风路188号,,119.454873,31.788488,3.35E-05,,
江苏鸿瑞昌泰纺织有限公司,存续,5861399786,金坛区,纺织业,江苏省金坛经济开发区汇贤中路89号,,119.452912,31.781375,3.93E+01,,
英格索兰（常州）工具有限公司,存续,9570,金坛区,通用设备制造业,江苏省江苏省常州市金坛区晨风路190号,,119.452912,31.781375,6.41E-05,,
江苏金坛汽车工业有限公司,存续,79000,金坛区,汽车制造业,江苏省常州市金坛区金坛大道79号,,119.638828,31.744353,5.30E-04,,
江苏金坛钱资湖电动汽车有限公司,存续,30000,金坛区,汽车制造业,江苏省常州市金坛区金坛大道79号,,119.638828,31.744353,2.01E-04,,
江苏康尔瑞医用科技有限公司,存续,5000,金坛区,医药制造业,江苏省常州市金坛区经济开发区华城金湖路58号,,119.635508,31.733714,3.35E-05,,
江苏波仕曼制衣有限公司,存续,5000,金坛区,纺织服装、服饰业,江苏省常州市金坛经济开发区华城金湖路58号,,119.640564,31.746742,3.35E-05,,
常州而今新材料科技有限公司,存续,8600,金坛区,电气机械和器材制造业,江苏省常州市金坛区直溪镇建昌集镇登建公路北,,119.641153,31.747614,5.76E-05,,
江苏沛丰绿建工程科技有限公司,存续,10000,金坛区,非金属矿物制品业,江苏省常州市金坛区金沙大道18号,,119.456512,31.80021,6.70E-05,,
江苏舜天金坛制衣有限公司,存续,1125895,金坛区,纺织服装、服饰业,江苏省江苏省常州市金坛区华城路218号,,119.638918,31.739552,7.55E-03,,
江苏顺泽金属制品科技有限公司,存续,5588,金坛区,金属制品业,江苏省常州市金坛经济开发区华兴路1号,,119.643507,31.755895,3.75E-05,,
常州金远药业制造有限公司,存续,8204737817,金坛区,医药制造业,江苏省常州市金坛区南环二路168号,,119.622376,31.7133,5.50E+01,,
江苏火禾新能源发展有限公司,存续,6000,金坛区,电气机械和器材制造业,江苏省常州市金坛区直溪镇工业集中区直溪大道18号,,119.639131,31.733461,4.02E-05,,
江苏兆维塑料科技有限公司,存续,5000,金坛区,橡胶和塑料制品业,江苏省常州市金坛区兴业大道6号,,119.533068,31.680989,3.35E-05,,
江苏威龙新能源汽车有限公司,存续,11500,金坛区,汽车制造业,江苏省常州市金坛区直溪镇工业集中区横五路6号,,119.644726,31.751281,7.71E-05,,
常州宏大太阳能科技有限公司,存续,5000,金坛区,电气机械和器材制造业,江苏省常州市金坛经济开发区中兴路38号,,119.633174,31.723479,3.35E-05,,
江苏澳蓝特机械有限公司,存续,6380,金坛区,通用设备制造业,江苏省常州市金坛区中兴路86号,,119.639131,31.733461,4.28E-05,,
常州市常安门业有限公司,存续,5000,金坛区,金属制品业,江苏省常州市金坛区经济开发区中兴路62号,,119.647691,31.756152,3.35E-05,,
江苏斯威克新材料股份有限公司,存续,327653846,金坛区,橡胶和塑料制品业,江苏省常州市金坛区直溪镇工业集中区直东路68号,,119.646411,31.748217,2.20E+00,,
常州冠晟塑胶有限公司,存续,5168,金坛区,橡胶和塑料制品业,江苏省常州市金坛区恒泰路3号,,119.647816,31.748123,3.46E-05,,
科普费尔（常州）传动技术有限公司,存续,10650,金坛区,汽车制造业,江苏省江苏省常州市金坛经济开发区中兴路56号,,119.641944,31.731463,7.14E-05,,
江苏中翔能源有限公司,存续,15000,金坛区,电气机械和器材制造业,江苏省常州市金坛区华城路316号,,119.641944,31.731463,1.01E-04,,
常州斯威克光伏新材料有限公司,存续,10000,金坛区,电气机械和器材制造业,江苏省常州市金坛区直溪镇工业园区直里路8号,,119.641944,31.731463,6.70E-05,,
江苏遍球新能源汽车科技有限公司,存续,11800,金坛区,汽车制造业,江苏省常州市金坛区直溪镇工业园区水南路8号,,119.643144,31.733228,7.91E-05,,
东方日升（常州）进出口有限公司,存续,10000,金坛区,电气机械和器材制造业,江苏省常州市金坛区直溪镇工业集中区水南路1号,,119.464741,31.737637,6.70E-05,,
东方日升（常州）新能源有限公司,存续,250000,金坛区,电气机械和器材制造业,江苏省常州市金坛区直溪镇工业集中区水南路1号,,119.649037,31.743811,1.68E-03,,
晶励（常州）服装有限公司,存续,11165,金坛区,纺织服装、服饰业,江苏省常州市金坛区中塘桥,,119.651995,31.751837,7.48E-05,,
常州美亚塑料制品有限公司,存续,49764,金坛区,橡胶和塑料制品业,江苏省常州市金坛区华城路222号,,119.652799,31.754309,3.34E-04,,
江苏常峰电力科技股份有限公司,存续,10000,金坛区,电气机械和器材制造业,江苏省常州市金坛区南二环东路88号,,119.446206,31.730583,6.70E-05,,
江苏神力塑业有限公司,存续,10000,金坛区,橡胶和塑料制品业,江苏省常州市金坛区金武路8号,,119.446206,31.730583,6.70E-05,,
常州华盛恒能光电有限公司,存续,310068,金坛区,非金属矿物制品业,江苏省金坛市华城路316号,,119.43998,31.730152,2.08E-03,,
常州美晶太阳能材料有限公司,存续,313258,金坛区,非金属矿物制品业,江苏省金坛市开发区金胜东路166号,,119.651152,31.744106,2.10E-03,,
江苏金坛晨林经济技术发展有限公司,在业,100000,金坛区,汽车制造业,江苏省常州市金坛区朱林镇晨风路18号,,119.654357,31.747039,6.70E-04,,
常州金坛泰明光伏有限公司,存续,10000,金坛区,电气机械和器材制造业,江苏省常州市金坛区直溪镇工业集中区直东路8号,,119.446206,31.730583,6.70E-05,,
江苏中宇电力器材有限公司,在业,6800,金坛区,电气机械和器材制造业,江苏省常州市金坛区复兴路8号,,119.639346,31.719687,4.56E-05,,
常州志扬纺织品有限公司,存续,5000,金坛区,纺织业,江苏省常州市金坛区直溪镇西直里路28号,,119.649164,31.732207,3.35E-05,,
常州健泽卫生材料有限公司,存续,7000,金坛区,医药制造业,江苏省常州市金坛区直溪镇工业集中区健尔康路1号,,119.654357,31.747039,4.69E-05,,
健尔康医疗科技股份有限公司,存续,9000,金坛区,医药制造业,江苏省江苏省常州市金坛区直溪镇工业集中区健尔康路1号,,119.654357,31.747039,6.03E-05,,
常州金坛诚辉机械制造有限公司,存续,5000,金坛区,通用设备制造业,江苏省常州市金坛区河头镇工业园区常溧公路许城段南侧,,119.654357,31.747039,3.35E-05,,
江苏华盛天龙光电设备股份有限公司,存续,20000,金坛区,电气机械和器材制造业,江苏省江苏省金坛经济开发区华城路318号,,119.654357,31.747039,1.34E-04,,
乐庭电线工业（常州）有限公司,存续,5147609596,金坛区,电气机械和器材制造业,江苏省常州市金坛区南二环东路1699号,,119.464741,31.737637,3.45E+01,,
常州金坛华茂金昇科技发展有限公司,存续,9000,金坛区,纺织业,江苏省常州市金坛区复兴路98号,,119.654357,31.747039,6.03E-05,,
中泽德盛精密组件（江苏）有限公司,存续,10000,金坛区,汽车制造业,江苏省常州市金坛区复兴路299号,,119.657387,31.752013,6.70E-05,,
江苏龙泉太阳能科技有限公司,存续,8800,金坛区,电气机械和器材制造业,江苏省常州市金坛区直溪镇直溪集镇振兴南路316号,,119.464741,31.737637,5.90E-05,,
江苏通特智能装备制造有限公司,存续,5000,金坛区,通用设备制造业,江苏省常州市金坛区中兴路89号,,119.441816,31.728289,3.35E-05,,
江苏天顺稀土电机科技有限公司,存续,65156,金坛区,电气机械和器材制造业,江苏省金坛经济开发区中兴路89号,,119.441816,31.728289,4.37E-04,,
常州市金坛广顺钢构有限公司,存续,5000,金坛区,金属制品业,江苏省常州市金坛经济开发区中兴路89号,,119.441816,31.728289,3.35E-05,,
京晟（常州）汽车零部件有限公司,存续,5000,金坛区,汽车制造业,江苏省常州市金坛经济开发区晨风路968号,,119.652799,31.754309,3.35E-05,,
晨风（江苏）服装有限公司,存续,30000,金坛区,纺织服装、服饰业,江苏省常州市金坛区金湖路99号,,119.653495,31.735132,2.01E-04,,
江苏金洋造船有限公司,存续,16800,金坛区,铁路、船舶、航空航天和其他运输设备制造业,江苏省常州市金坛区金沙大道598号,,119.653454,31.733154,1.13E-04,,
常州利腾机械有限公司,存续,5000,金坛区,通用设备制造业,江苏省常州市金坛区金胜东路222号,,119.597897,31.723247,3.35E-05,,
常州博瑞油泵油嘴有限公司,存续,1136363,金坛区,通用设备制造业,江苏省常州市金坛区汇福路666号,,119.597897,31.723247,7.62E-03,,
爱思开电池材料科技（江苏）有限公司,存续,159500,金坛区,电气机械和器材制造业,江苏省常州市金坛区复兴南路17号,,119.597897,31.723247,1.07E-03,,
江苏捷尔特精密管业有限公司,存续,5000,金坛区,金属制品业,江苏省常州市金坛区复兴南路18号,,119.440239,31.726294,3.35E-05,,
贝特瑞（江苏）新能源材料有限公司,在业,70000,金坛区,电气机械和器材制造业,江苏省常州市金坛区复兴南路519号,,119.660315,31.744424,4.69E-04,,
江苏华拓智能终端科技有限公司,存续,30326,金坛区,汽车制造业,江苏省常州市金坛区朱林镇菜园路88号,,119.652008,31.721288,2.03E-04,,
江苏嘉寓门窗幕墙有限公司,存续,7800,金坛区,金属制品业,江苏省常州市金坛区华城路1588号,,119.633992,31.698004,5.23E-05,,
江苏凯键金属制品科技有限公司,存续,6888,金坛区,金属制品业,江苏省常州市金坛区兴河东路18号,,119.633992,31.698004,4.62E-05,,
珍晟工程机械（常州）有限公司,存续,19140,金坛区,通用设备制造业,江苏省常州市金坛区河山环路59号,,119.432437,31.734269,1.28E-04,,
江苏协辰家具制造有限公司,存续,5018,金坛区,家具制造业,江苏省常州市金坛区河山环路20号,,119.661109,31.738793,3.36E-05,,
江苏百为智能家具有限公司,存续,5018,金坛区,家具制造业,江苏省常州市金坛区河山环路16号,,119.597897,31.723247,3.36E-05,,
江苏三能动力总成有限公司,存续,40000,金坛区,汽车制造业,江苏省常州市金坛区科教路97号,,119.597897,31.723247,2.68E-04,,
常州金坛徽林汽车部件有限公司,存续,10000,金坛区,汽车制造业,江苏省常州市金坛区朱林镇龙溪大道099号,,119.597897,31.723247,6.70E-05,,
江苏科诺汽车部件有限公司,存续,5000,金坛区,汽车制造业,江苏省常州市金坛区朱林镇龙溪大道209号,,119.597897,31.723247,3.35E-05,,
江苏应天光电科技有限公司,存续,5000,金坛区,电气机械和器材制造业,江苏省常州市金坛区朱林镇龙溪大道99号,,119.634616,31.690418,3.35E-05,,
同方威视科技江苏有限公司,存续,36000,金坛区,仪器仪表制造业,江苏省常州市金坛区科教路69号,,119.634174,31.684985,2.41E-04,,
江苏集大钢结构有限公司,存续,5800,金坛区,金属制品业,江苏省常州市金坛经济开发区兴华路20号,,119.635303,31.689399,3.89E-05,,
中策橡胶（金坛）有限公司,存续,30000,金坛区,橡胶和塑料制品业,江苏省常州市金坛区华城路1668号,,119.597897,31.723247,2.01E-04,,
籁斯汽车零部件（江苏）有限公司,存续,24244,金坛区,汽车制造业,江苏省常州市金坛区华城路1668号,,119.66377,31.72287,1.62E-04,,
常州艾迪信轴承制造有限公司,存续,6380,金坛区,通用设备制造业,江苏省常州市金坛区华城路1668号,,119.671275,31.726767,4.28E-05,,
常州服装集团有限公司,存续,6021,金坛区,纺织服装、服饰业,江苏省常州市金坛区华城路1668号3号楼,,119.672143,31.723956,4.04E-05,,
红创包装（江苏）有限公司,存续,30000,金坛区,橡胶和塑料制品业,江苏省常州市金坛区华城路1668号,,119.597897,31.723247,2.01E-04,,
江苏星塑源塑业科技有限公司,存续,5000,金坛区,橡胶和塑料制品业,江苏省常州市金坛区朱林镇金西工业园永新南路26号,,119.414466,31.731045,3.35E-05,,
江苏中实新能源有限公司,存续,10000,金坛区,电气机械和器材制造业,江苏省常州市金坛区朱林镇永兴南路992号,,119.622376,31.7133,6.70E-05,,
世纪新舟江苏智能科技有限公司,存续,300000,金坛区,仪器仪表制造业,江苏省常州市金坛区朱林镇永兴南路999-1号,,119.62275,31.73167,2.01E-03,,
爱派尔（常州）数控科技有限公司,在业,5000,金坛区,通用设备制造业,江苏省常州市金坛区河山环路15号,,119.631294,31.723327,3.35E-05,,
埃马克（中国）机械有限公司,在业,4.76E+11,金坛区,通用设备制造业,江苏省江苏省金坛经济开发区南二环东路2888号,,119.631294,31.723327,3.19E+03,,
常州英利新能源有限公司,存续,10000,金坛区,电气机械和器材制造业,江苏省常州市金坛区朱林镇金西工业园龙溪大道188号,,119.622751,31.733463,6.70E-05,,
江苏福坛车桥科技有限公司,存续,23000,金坛区,汽车制造业,江苏省常州市金坛区南二环东路2889号,,119.633174,31.723479,1.54E-04,,
常州剑湖智能仪器仪表有限公司,存续,5000,金坛区,仪器仪表制造业,江苏省常州市金坛区双龙路18号,,119.630461,31.733061,3.35E-05,,
极马自动化（常州）有限公司,存续,5104,金坛区,仪器仪表制造业,江苏省常州市金坛区鑫城大道2898号,,119.631644,31.732682,3.42E-05,,
江苏凯卓威传动技术有限公司,存续,10000,金坛区,通用设备制造业,江苏省常州市金坛区鑫城大道2898号,,119.631644,31.732682,6.70E-05,,
丰峦实业（常州）有限公司,存续,13000,金坛区,汽车制造业,江苏省常州市金坛区鑫城大道2898号,,119.631961,31.733129,8.71E-05,,
常州亿晶光电科技有限公司,存续,2129461116,金坛区,电气机械和器材制造业,江苏省常州市金坛区尧塘镇金武路18号,,119.605974,31.727413,1.43E+01,,
江苏金坛长荡湖实业有限公司,存续,50000,金坛区,汽车制造业,江苏省常州市金坛区科教路99号,,119.610534,31.739689,3.35E-04,,
大乘汽车集团有限公司,存续,350000,金坛区,汽车制造业,江苏省常州市金坛区科教路99号,,119.611667,31.740208,2.35E-03,,
常州金武汽车工业有限公司,存续,10000,金坛区,汽车制造业,江苏省常州市金坛区科教路99号,,119.611667,31.740208,6.70E-05,,
江苏金坛大乘汽车工程研究院有限公司,存续,5000,金坛区,汽车制造业,江苏省常州市金坛区科教路99号,,119.619422,31.586178,3.35E-05,,
江苏金坛绿能新能源科技有限公司,存续,16000,金坛区,汽车制造业,江苏省常州市金坛区科教路99号,,119.624144,31.742566,1.07E-04,,
常州众智汽车科技有限公司,存续,15000,金坛区,汽车制造业,江苏省常州市金坛区科教路99号,,119.624144,31.742566,1.01E-04,,
北电爱思特（江苏）科技有限公司,存续,250000,金坛区,电气机械和器材制造业,江苏省常州市金坛区汇福路688号,,119.624144,31.742566,1.68E-03,,
常州华科瑞新能源汽车零部件合伙企业（有限合伙）,存续,25200,金坛区,汽车制造业,江苏省常州市金坛区明湖路365号,,119.641944,31.731463,1.69E-04,,
凡登（常州）新型金属材料技术有限公司,存续,11803,金坛区,金属制品业,江苏省常州市金坛区金西开发区鹏程路66号,,119.600363,31.730626,7.91E-05,,
常州精测新能源技术有限公司,存续,5000,金坛区,汽车制造业,江苏省常州市金坛区金龙大道563号,,119.627777,31.742793,3.35E-05,,
常州永臻智能新幕建筑系统科技有限公司,存续,10000,金坛区,电气机械和器材制造业,江苏省常州市金坛区月湖北路99号,,119.630055,31.742918,6.70E-05,,
常州华科星航运营管理有限公司,存续,15000,金坛区,水上运输业,江苏省常州市金坛区金龙大道563号,,119.630055,31.742918,1.01E-04,,
常州联益光学有限公司,存续,10000,金坛区,仪器仪表制造业,江苏省常州市金坛区金龙大道563号,,119.630055,31.742918,6.70E-05,,
中创新航科技股份有限公司,存续,1506456558,金坛区,汽车制造业,江苏省常州市金坛区江东大道1号,,119.619791,31.745455,1.01E+01,,
江苏常丰精密科技有限公司,存续,20000,金坛区,汽车制造业,江苏省常州市金坛区明湖路399号,,119.638918,31.739552,1.34E-04,,
贝特瑞（江苏）新材料科技有限公司,在业,82500,金坛区,电气机械和器材制造业,江苏省常州市金坛区江东大道519号,,119.638918,31.739552,5.53E-04,,
金保利（江苏）新能源科技有限公司,存续,6000,金坛区,汽车制造业,江苏省常州市金坛区华业路95号,,119.638918,31.739552,4.02E-05,,
江苏信维智能汽车互联科技有限公司,存续,10000,金坛区,汽车制造业,江苏省常州市金坛区水北路218号,,119.638918,31.739552,6.70E-05,,
常州嘉霖灯饰有限公司,存续,20416,金坛区,电气机械和器材制造业,江苏省常州市金坛区亿晶路16号,,119.628161,31.745964,1.37E-04,,
江苏沪安科技有限公司,存续,10800,金坛区,电气机械和器材制造业,江苏省常州市金坛区尧塘街道万新村委新庄组219号,,119.641392,31.739693,7.24E-05,,
索拉特特种玻璃（江苏）股份有限公司,存续,7880,金坛区,非金属矿物制品业,江苏省常州市金坛区尧塘镇亿晶路8号,,119.641392,31.739693,5.28E-05,,
常州易控汽车电子股份有限公司,存续,713602,金坛区,汽车制造业,江苏省常州市金坛区金龙大道567号,,119.62883,31.745879,4.78E-03,,
江苏亚邦矿业有限公司,存续,30000,金坛区,非金属矿采选业,江苏省常州市金坛区薛埠镇花山村玄武路168号,,119.62883,31.745879,2.01E-04,,
江苏中广核金沃电子科技有限公司,存续,6300,金坛区,电气机械和器材制造业,江苏省常州市金坛区茅山大道888号,,119.613818,31.746425,4.22E-05,,
江苏尧塘花木市场有限公司,存续,3000,金坛区,非金属矿物制品业,江苏省常州市金坛区尧塘镇金武路8号,,119.628111,31.746632,2.01E-05,,
江苏西文晨风服饰有限公司,存续,3500,金坛区,纺织服装、服饰业,江苏省常州市金坛区金湖路99号,,119.624728,31.747321,2.35E-05,,
常州冠荣新型包装材料有限公司,存续,1000,金坛区,橡胶和塑料制品业,江苏省常州市金坛区亿晶路198号,,119.625522,31.747375,6.70E-06,,
常州倍捷塑业科技有限公司,存续,1200,金坛区,橡胶和塑料制品业,江苏省常州市金坛区亿晶路198号,,119.649164,31.732207,8.04E-06,,
常州市国电聚龙电气技术有限公司,存续,1000,金坛区,电气机械和器材制造业,江苏省常州市金坛区南二环东路1699号,,119.620465,31.748441,6.70E-06,,
江苏润洁纺织品有限公司,存续,1000,金坛区,纺织业,江苏省常州市金坛区南二环东路1616号,,119.620722,31.748462,6.70E-06,,
常州市沃科科技有限公司,存续,2000,金坛区,橡胶和塑料制品业,江苏省常州市金坛区南二环东路1699号,,119.61624,31.748569,1.34E-05,,
江苏科泰绝热新材料有限公司,存续,3530,金坛区,橡胶和塑料制品业,江苏省常州市金坛区南二环东路1698号,,119.622985,31.748589,2.37E-05,,
江苏捷尔特智能家具有限公司,存续,1000,金坛区,家具制造业,江苏省常州市金坛区复兴南路18号,,119.623639,31.748614,6.70E-06,,
中成（江苏）集成房屋科技有限公司,存续,1000,金坛区,金属制品业,江苏省常州市金坛区汇贤南路2号C幢,,119.625224,31.748654,6.70E-06,,
江苏中谨精密机械有限公司,存续,1000,金坛区,通用设备制造业,江苏省常州市金坛区汇贤南路3号物管楼,,119.59237,31.719918,6.70E-06,,
