企业名称,登记状态,注册资本,所属区县,所属行业,江苏省企业地址,,经度,纬度,需求量,,
常州腾程电力成套设备有限公司,存续,4800,金坛区,电气机械和器材制造业,江苏省常州市金坛区薛埠镇工业园区东环二路45号,,119.602717,31.760492,6.93E-06,,
常州市金坛大地自动化仪器厂,存续,1200,金坛区,仪器仪表制造业,江苏省常州市金坛区金城镇东门大街384号,,119.589915,31.737985,1.73E-06,,
常州市金坛区腾龙钢木家具有限公司,存续,1100,金坛区,家具制造业,江苏省常州市金坛区南环二路122号,,119.604083,31.760383,1.59E-06,,
江苏广信时代玻璃科技有限公司,存续,1000,金坛区,非金属矿物制品业,江苏省常州市金坛区良常东路109-1号,,119.595244,31.743199,1.44E-06,,
江苏常富门窗科技有限公司,存续,2000,金坛区,金属制品业,江苏省常州市金坛区金沙大道1318号,,119.605542,31.760268,2.89E-06,,
常州金坛天源电气成套设备有限公司,存续,1200,金坛区,通用设备制造业,江苏省常州市金坛区南环二路30号,,119.595932,31.742802,1.73E-06,,
常州现代混凝土有限公司,存续,1000,金坛区,非金属矿物制品业,江苏省常州市金坛区良常东路99号,,119.595932,31.742802,1.44E-06,,
常州华宇混凝土有限公司,存续,1000,金坛区,非金属矿物制品业,江苏省常州市金坛区金城镇金宜路28号,,119.595932,31.742802,1.44E-06,,
常州欧凡建材有限公司,存续,3000,金坛区,非金属矿物制品业,江苏省常州市金坛区金宜路28号,,119.595932,31.742802,4.33E-06,,
常州易荣达电杆有限公司,存续,3600,金坛区,非金属矿物制品业,江苏省常州市金坛区良常路58号,,119.595932,31.742802,5.20E-06,,
江苏智越电池动力系统有限公司,存续,1000,金坛区,汽车制造业,江苏省常州市金坛区朱林镇晨风路88号,,119.595932,31.742802,1.44E-06,,
江苏源源汽车零部件有限公司,存续,3000,金坛区,汽车制造业,江苏省常州市金坛区金城镇白塔工业集中区金宜路1号,,119.595932,31.742802,4.33E-06,,
江苏新凯源汽车零部件制造有限公司,存续,3000,金坛区,汽车制造业,江苏省常州市金坛区金城镇白塔工业集中区金宜路1号,,119.595932,31.742802,4.33E-06,,
常州汇宸汽车部件有限公司,存续,1000,金坛区,汽车制造业,江苏省常州市金坛区金城镇白塔工业集中区金宜路1号,,119.595932,31.742802,1.44E-06,,
中禾（江苏）集成房屋科技有限公司,在业,1000,金坛区,金属制品业,江苏省常州市金坛区华城中路138号,,119.595932,31.742802,1.44E-06,,
常州市金坛华达市政工程有限公司,存续,2000,金坛区,金属制品业,江苏省常州市金坛区华城中路168号,,119.602036,31.751158,2.89E-06,,
常州法塔铝铸造设备有限公司,存续,1000,金坛区,通用设备制造业,江苏省常州市金坛区华城中路168号,,119.588875,31.732302,1.44E-06,,
常州捷尔泰金属制品有限公司,存续,1000,金坛区,金属制品业,江苏省常州市金坛区华城中路168号,,119.618472,31.791897,1.44E-06,,
常州瑞安普新材料有限公司,存续,14286,金坛区,橡胶和塑料制品业,江苏省常州市金坛区华城中路168号,,119.509082,31.675522,2.06E-05,,
常州市福欧车辆配件有限公司,存续,1000,金坛区,汽车制造业,江苏省常州市金坛区华城中路168号,,119.607822,31.76008,1.44E-06,,
常州日研精密机械有限公司,存续,1000,金坛区,通用设备制造业,江苏省常州市金坛区华城中路168号,,119.607822,31.76008,1.44E-06,,
祥晟塑业（常州）有限公司,存续,1000,金坛区,橡胶和塑料制品业,江苏省常州市金坛区华城中路168号,,119.590927,31.733265,1.44E-06,,
常州金仕达汽配科技有限公司,存续,3000,金坛区,汽车制造业,江苏省常州市金坛区华城中路168号,,119.611809,31.76529,4.33E-06,,
常州市环球电力机械有限公司,存续,1000,金坛区,电气机械和器材制造业,江苏省常州市金坛区华城中路168号,,119.606978,31.752947,1.44E-06,,
常州久正汽车内饰科技有限公司,存续,3000,金坛区,汽车制造业,江苏省常州市金坛区华城中路168号,,119.606978,31.752947,4.33E-06,,
常州市吉驰汽车配件有限责任公司,存续,2485,金坛区,汽车制造业,江苏省常州市金坛区华城中路168号,,119.600601,31.753384,3.59E-06,,
江苏杰浩现代农业装备有限公司,存续,1000,金坛区,通用设备制造业,江苏省常州市金坛区华城中路168号,,119.608904,31.752946,1.44E-06,,
常州梅香仪器有限公司,存续,1000,金坛区,仪器仪表制造业,江苏省常州市金坛区晨风路57-7号,,119.61114,31.75627,1.44E-06,,
江苏鑫浩仪器有限公司,存续,1000,金坛区,仪器仪表制造业,江苏省常州市金坛区晨风路57-8号,,119.607719,31.748878,1.44E-06,,
江苏鼎荣电缆科技有限公司,存续,2010,金坛区,电气机械和器材制造业,江苏省常州市金坛区柘荡村委工业园4号楼,,119.501163,31.666347,2.90E-06,,
江苏汇洲电梯部件有限公司,存续,1000,金坛区,通用设备制造业,江苏省常州市金坛区指前镇王母观村委上溪圩505号,,119.609379,31.746644,1.44E-06,,
常州市金坛区圣通混凝土构件有限公司,存续,1600,金坛区,非金属矿物制品业,江苏省常州市金坛区良常路28号,,119.556388,31.747531,2.31E-06,,
江苏恒昱机械科技有限公司,存续,1000,金坛区,通用设备制造业,江苏省常州市金坛区晨风路877号,,119.611626,31.748337,1.44E-06,,
常州金坛恒丰仪器制造有限公司,存续,1000,金坛区,仪器仪表制造业,江苏省常州市金坛区思母路6号,,119.526651,31.671113,1.44E-06,,
江苏国瓷金盛陶瓷科技有限公司,存续,1000,金坛区,非金属矿物制品业,江苏省常州市金坛经济开发区思母路1号,,119.619422,31.586178,1.44E-06,,
常州市亚泰工程材料有限公司,存续,1000,金坛区,金属制品业,江苏省常州市金坛区左邻右里49幢108室,,119.611667,31.740208,1.44E-06,,
江苏天鹅动力机械集团有限公司,存续,3000,金坛区,通用设备制造业,江苏省常州市金坛区华城东路1号,,119.611667,31.740208,4.33E-06,,
常州金坛鑫豪特种机械配件有限公司,存续,1000,金坛区,通用设备制造业,江苏省常州市金坛区金城镇洮西工业集中区中路1号,,119.527674,31.670177,1.44E-06,,
常州市金坛区鼎金混凝土有限公司,存续,1600,金坛区,非金属矿物制品业,江苏省常州市金坛区金城镇洮西工业集中区中路1号,,119.613642,31.739759,2.31E-06,,
常州市三洋精密制版有限公司,存续,1000,金坛区,金属制品业,江苏省常州市金坛区汇贤中路58号,,119.52423,31.661022,1.44E-06,,
江苏益昇新能源科技有限公司,存续,1000,金坛区,电气机械和器材制造业,江苏省常州市金坛经济开发区汇贤中路89号,,119.622928,31.753972,1.44E-06,,
江苏瑞禾测控有限公司,存续,1000,金坛区,仪器仪表制造业,江苏省常州市金坛区华达名都43幢14号,,119.605974,31.727413,1.44E-06,,
江苏亨泰汽车零部件有限公司,存续,3000,金坛区,汽车制造业,江苏省常州市金坛区金坛大道58号,,119.620465,31.748441,4.33E-06,,
江苏凯灵汽车电器有限公司,存续,1000,金坛区,汽车制造业,江苏省常州市金坛经济开发区金胜东路8号,,119.622188,31.750554,1.44E-06,,
江苏三驰机械科技有限公司,存续,1000,金坛区,通用设备制造业,江苏省常州市金坛区金沙大道698号,,119.622985,31.748589,1.44E-06,,
江苏中谨精密机械有限公司,存续,1000,金坛区,通用设备制造业,江苏省常州市金坛区汇贤南路3号物管楼,,119.62389,31.748251,1.44E-06,,
艾贝思车辆科技（常州）有限公司,存续,1000,金坛区,汽车制造业,江苏省常州市金坛区汇贤南路3号物管楼,,119.625801,31.750665,1.44E-06,,
中成（江苏）集成房屋科技有限公司,存续,1000,金坛区,金属制品业,江苏省常州市金坛区汇贤南路2号C幢,,119.625989,31.750339,1.44E-06,,
常州德博新材料科技有限公司,存续,1000,金坛区,橡胶和塑料制品业,江苏省常州市金坛经济开发区华丰路2号,,119.625522,31.747375,1.44E-06,,
常州鑫坛电力成套设备有限公司,存续,2800,金坛区,电气机械和器材制造业,江苏省常州市金坛区华丰路6号,,119.628302,31.751498,4.04E-06,,
康诚（江苏）机械制造有限公司,存续,1000,金坛区,通用设备制造业,江苏省常州市金坛区经济开发区华电路8号,,119.631062,31.755512,1.44E-06,,
常州集友电子科技有限公司,存续,1000,金坛区,橡胶和塑料制品业,江苏省常州市金坛区金湖路29号,,119.631062,31.755512,1.44E-06,,
江苏峨嵋动力机械有限公司,存续,2780,金坛区,通用设备制造业,江苏省常州市金坛区金胜东路28号,,119.628302,31.751498,4.01E-06,,
常州市东洋橡塑新材料有限公司,存续,1000,金坛区,橡胶和塑料制品业,江苏省常州市金坛区华丰路68号,,119.624144,31.742566,1.44E-06,,
常州金坛金木工程仪器厂,存续,1000,金坛区,仪器仪表制造业,江苏省常州市金坛区华丰路16号,,119.624144,31.742566,1.44E-06,,
常州宇胜土木工程仪器有限公司,存续,1000,金坛区,仪器仪表制造业,江苏省常州市金坛经济开发区华丰路16号,,119.631062,31.755512,1.44E-06,,
常州市合创智能科技有限公司,存续,2000,金坛区,仪器仪表制造业,江苏省常州市金坛区华丰路18号,,119.631062,31.755512,2.89E-06,,
江苏杰瑞尔电器有限公司,存续,1000,金坛区,电气机械和器材制造业,江苏省常州市金坛区华兴路16号,,119.631062,31.755512,1.44E-06,,
江苏文天长液压有限公司,存续,1000,金坛区,通用设备制造业,江苏省常州市金坛区恒泰路9号,,119.631062,31.755512,1.44E-06,,
常州市金坛区华宇电力器材有限公司,存续,1000,金坛区,电气机械和器材制造业,江苏省常州市金坛区金胜东路68号,,119.635242,31.763185,1.44E-06,,
常州市金坛常达金属构件有限公司,存续,3000,金坛区,金属制品业,江苏省常州市金坛经济开发区中兴路38号,,119.635908,31.763173,4.33E-06,,
江苏罗纳尔多仪器制造有限公司,存续,1000,金坛区,仪器仪表制造业,江苏省常州市金坛区金胜东路88号,,119.626483,31.742725,1.44E-06,,
常州天益遮阳窗饰有限公司,存续,4200,金坛区,金属制品业,江苏省常州市金坛开发区恒泰路8号,,119.629123,31.747367,6.07E-06,,
江苏晶众机电有限公司,存续,1000,金坛区,电气机械和器材制造业,江苏省常州市金坛经济开发区华城路288-1号2幢1号,,119.631184,31.750804,1.44E-06,,
江苏恒瑞净化工程设备有限公司,存续,1000,金坛区,通用设备制造业,江苏省常州市金坛区华城路288-1号浚博小微企业园6-3号,,119.631184,31.750804,1.44E-06,,
常州瑞诺车辆部件有限公司,存续,1200,金坛区,汽车制造业,江苏省常州市金坛区恒泰路6号,,119.631184,31.750804,1.73E-06,,
江苏格罗博电气有限公司,存续,32798,金坛区,电气机械和器材制造业,江苏省常州市金坛区恒泰路2号,,119.631184,31.750804,4.74E-05,,
常州市奥亚油泵油嘴有限公司,存续,1000,金坛区,汽车制造业,江苏省常州市金坛区恒泰路5号,,119.62883,31.745879,1.44E-06,,
江苏斯克特工业科技有限公司,存续,1000,金坛区,通用设备制造业,江苏省常州市金坛区恒泰路10号,,119.630555,31.748977,1.44E-06,,
凯翔汽车装备（常州）有限公司,存续,1000,金坛区,汽车制造业,江苏省常州市金坛区晨风路869号,,119.551919,31.773774,1.44E-06,,
常州市鑫愉宝传动部件有限公司,存续,1000,金坛区,通用设备制造业,江苏省常州市金坛区恒泰路1号,,119.556388,31.747531,1.44E-06,,
常州中驰车业科技有限公司,存续,1000,金坛区,汽车制造业,江苏省常州市金坛区洮西集镇西街18号,,119.55664,31.770213,1.44E-06,,
江苏鑫田电子科技有限公司,存续,3000,金坛区,电气机械和器材制造业,江苏省常州市金坛区中兴路79号,,119.55664,31.770213,4.33E-06,,
常州凯度机电有限公司,存续,2000,金坛区,电气机械和器材制造业,江苏省常州市金坛区华城路286号,,119.554745,31.772169,2.89E-06,,
常州昊虹汽车配件有限公司,存续,2000,金坛区,汽车制造业,江苏省常州市金坛区金胜东路233号,,119.553537,31.771536,2.89E-06,,
常州崴特环境科技有限公司,存续,1000,金坛区,仪器仪表制造业,江苏省常州市金坛区华兴路150号,,119.554587,31.771579,1.44E-06,,
江苏久标全屋定制有限公司,存续,1000,金坛区,家具制造业,江苏省常州市金坛经济开发区中兴路56号,,119.561522,31.782431,1.44E-06,,
常州市赛尔交通器材有限公司,存续,10944,金坛区,汽车制造业,江苏省常州市金坛经济开发区中兴路81号,,119.567756,31.772187,1.58E-05,,
江苏福亿自动化设备有限公司,存续,2350,金坛区,电气机械和器材制造业,江苏省常州市金坛区华兴路211号,,119.559688,31.771945,3.39E-06,,
常州金坛恒发机械配件有限公司,存续,1000,金坛区,通用设备制造业,江苏省常州市金坛区华兴路216号,,119.556019,31.767158,1.44E-06,,
常州金坛万昌刀具制造有限公司,存续,3617864587,金坛区,金属制品业,江苏省常州市金坛经济开发区中兴路56号,,119.556388,31.747531,5.22E+00,,
斐瑞博机械江苏有限公司,存续,1000,金坛区,通用设备制造业,江苏省常州市金坛经济开发区中塘桥48号,,119.556472,31.766735,1.44E-06,,
江苏腾沅机械科技有限公司,在业,1000,金坛区,铁路、船舶、航空航天和其他运输设备制造业,江苏省常州市金坛经济开发区华丰路116号,,119.557683,31.767097,1.44E-06,,
江苏鹏泰塑业科技有限公司,存续,1500,金坛区,橡胶和塑料制品业,江苏省常州市金坛区金城镇西园路1号,,119.557683,31.767097,2.17E-06,,
江苏艾尔发减速机有限公司,存续,1000,金坛区,通用设备制造业,江苏省常州市金坛区荆元路69号,,119.559509,31.767052,1.44E-06,,
江苏恒远仪器有限公司,存续,1000,金坛区,仪器仪表制造业,江苏省常州市金坛区金城工业园区盐港路98号,,119.56141,31.766763,1.44E-06,,
江苏华亨建材科技有限公司,存续,1122,金坛区,非金属矿物制品业,江苏省常州市金坛区盐港路88号,,119.559286,31.765412,1.62E-06,,
常州一工新材料科技有限公司,存续,1000,金坛区,橡胶和塑料制品业,江苏省常州市金坛区盐港路51号,,119.567756,31.772187,1.44E-06,,
上海建工常州建亚建筑构件制品有限公司,存续,4500,金坛区,非金属矿物制品业,江苏省常州市金坛区金城镇圩门路19号,,119.567756,31.772187,6.50E-06,,
常州远方卓越汽车部件有限公司,存续,2000,金坛区,汽车制造业,江苏省常州市金坛区盐港中路138号,,119.567756,31.772187,2.89E-06,,
江苏正名智能科技有限公司,存续,1500,金坛区,电气机械和器材制造业,江苏省常州市金坛区金城镇荆元路75号-2,,119.567756,31.772187,2.17E-06,,
常州市金云精密机械配件有限公司,存续,3020,金坛区,通用设备制造业,江苏省常州市金坛区金城镇怒江路18号,,119.567756,31.772187,4.36E-06,,
常州市荣科电器有限公司,存续,1000,金坛区,电气机械和器材制造业,江苏省常州市金坛区盐港中路121号,,119.567756,31.772187,1.44E-06,,
协成（江苏）安全护栏有限公司,存续,1276,金坛区,金属制品业,江苏省常州市金坛区金城工业园区红山路31号,,119.567756,31.772187,1.84E-06,,
常州广裕橡塑科技有限公司,存续,3776734061,金坛区,橡胶和塑料制品业,江苏省常州市金坛区金城镇红山路30号,,119.567057,31.770617,5.45E+00,,
常州瑞联新材料有限公司,存续,1000,金坛区,橡胶和塑料制品业,江苏省常州市金坛区金城镇红山路29号,,119.567057,31.770617,1.44E-06,,
常州威斯双联科技有限公司,存续,1449511368,金坛区,橡胶和塑料制品业,江苏省常州市金坛区金城镇红山路29号,,119.563703,31.767172,2.09E+00,,
常州满鑫机械科技有限公司,存续,1000,金坛区,通用设备制造业,江苏省常州市金坛区金城镇白塔路2806号,,119.567756,31.772187,1.44E-06,,
常州市金坛军荣机械有限公司,存续,1980,金坛区,通用设备制造业,江苏省常州市金坛区金城镇红山路23-3号,,119.564335,31.766809,2.86E-06,,
江苏宝骏光电材料有限公司,存续,1000,金坛区,电气机械和器材制造业,江苏省常州市金坛区红山路28号,,119.567076,31.769291,1.44E-06,,
江苏德道汽车科技有限公司,存续,1000,金坛区,汽车制造业,江苏省常州市金坛区金城镇盐港中路69号7幢,,119.597897,31.723247,1.44E-06,,
江苏伊思灵双第弹簧有限公司,存续,1800,金坛区,金属制品业,江苏省常州市金坛区金城镇工业集中区西城路127号,,119.561205,31.761331,2.60E-06,,
江苏威龙包装材料有限公司,存续,1000,金坛区,橡胶和塑料制品业,江苏省常州市金坛区红山路9号,,119.560896,31.760784,1.44E-06,,
江苏德林汽车零部件有限公司,存续,1000,金坛区,汽车制造业,江苏省常州市金坛区金城镇盐港中路69号,,119.560896,31.760784,1.44E-06,,
江苏圣迈亿密封件有限公司,存续,1000,金坛区,通用设备制造业,江苏省常州市金坛区红山路2号,,119.553634,31.758567,1.44E-06,,
常州司美特节能建材有限公司,在业,1000,金坛区,非金属矿物制品业,江苏省常州市金坛区金城镇临港路76号,,119.565711,31.76212,1.44E-06,,
常州市宇达机械有限公司,存续,2000,金坛区,通用设备制造业,江苏省常州市金坛区临港路76号,,119.565208,31.760501,2.89E-06,,
常州泽阳新能源有限公司,存续,1000,金坛区,电气机械和器材制造业,江苏省常州市金坛区临港路76号,,119.558374,31.757854,1.44E-06,,
绿芸加（常州）新材料有限公司,存续,2000,金坛区,橡胶和塑料制品业,江苏省常州市金坛区丹阳门北路99号,,119.560233,31.758071,2.89E-06,,
常州市金坛舜达建筑材料有限公司,存续,1000,金坛区,非金属矿物制品业,江苏省常州市金坛区金城镇白塔路613号,,119.557344,31.75675,1.44E-06,,
江苏金濠新能源科技有限公司,存续,2000,金坛区,电气机械和器材制造业,江苏省常州市金坛区良常西路308号,,119.55161,31.756008,2.89E-06,,
常州金坛旭东机械配件有限公司,存续,1000,金坛区,通用设备制造业,江苏省常州市金坛区良常路268号-27,,119.57652,31.78766,1.44E-06,,
常州蓝铁精工有限公司,存续,1000,金坛区,通用设备制造业,江苏省常州市金坛区凤凰城经济工业园25号东侧,,119.54957,31.75582,1.44E-06,,
江苏春宇精密机械有限公司,存续,1000,金坛区,通用设备制造业,江苏省常州市金坛区白塔路2777号,,119.56325,31.757586,1.44E-06,,
江苏正図转印膜科技有限公司,存续,1914,金坛区,橡胶和塑料制品业,江苏省常州市金坛区良常中路249号37号楼,,119.549501,31.755425,2.76E-06,,
常州市晟兴电器有限公司,存续,1000,金坛区,电气机械和器材制造业,江苏省常州市金坛区良常中路269号,,119.552654,31.754788,1.44E-06,,
常州磐云精密机械有限公司,存续,1000,金坛区,通用设备制造业,江苏省常州市金坛区金城镇良常中路249号25号楼2号,,119.545757,31.75512,1.44E-06,,
常州金坛赛亚机械有限公司,存续,1000,金坛区,通用设备制造业,江苏省常州市金坛区良常中路249号28-1号,,119.555033,31.754544,1.44E-06,,
常州金坛万杰电器有限公司,存续,1020,金坛区,电气机械和器材制造业,江苏省常州市金坛区良常西路8号,,119.552643,31.754273,1.47E-06,,
常州金坛金军动力机械有限公司,存续,1000,金坛区,通用设备制造业,江苏省常州市金坛区上元路5号,,119.578113,31.790086,1.44E-06,,
常州金坛盛泰门窗有限公司,存续,2000,金坛区,金属制品业,江苏省常州市金坛区上元路3号,,119.57414,31.762799,2.89E-06,,
江苏金鹏汽车座椅有限公司,存续,1200,金坛区,汽车制造业,江苏省常州市金坛区丹凤路15号,,119.57869,31.789366,1.73E-06,,
常州市状科电器有限公司,存续,3500,金坛区,电气机械和器材制造业,江苏省常州市金坛区金城镇西环二路59号,,119.554532,31.752093,5.05E-06,,
江苏航硕金属制品有限公司,存续,1000,金坛区,金属制品业,江苏省常州市金坛区金城镇丹金路26号,,119.554532,31.752093,1.44E-06,,
海睿斯（江苏）机械科技有限公司,存续,2000,金坛区,通用设备制造业,江苏省常州市金坛区金城镇丹金路26号,,119.5795,31.791782,2.89E-06,,
常州市凯斯特汽车附件有限公司,存续,1000,金坛区,汽车制造业,江苏省常州市金坛区西城路103号,,119.57211,31.75795,1.44E-06,,
江苏弘盈轩钢结构有限公司,存续,1050,金坛区,金属制品业,江苏省常州市金坛区西环一路8号,,119.545756,31.751959,1.52E-06,,
常州中腾轨道交通装备有限公司,存续,1900,金坛区,铁路、船舶、航空航天和其他运输设备制造业,江苏省常州市金坛区金城镇丹凤西路10号,,119.57899,31.794227,2.74E-06,,
江苏华尔升玻璃科技有限公司,存续,1000,金坛区,非金属矿物制品业,江苏省常州市金坛区金城南路38号,,119.545636,31.751214,1.44E-06,,
江苏大力士云石护理材料有限公司,存续,1500,金坛区,橡胶和塑料制品业,江苏省常州市金坛区白塔镇工业集中区丹金路6号,,119.573239,31.756136,2.17E-06,,
常州市金坛成龙橡塑制品有限公司,存续,2198,金坛区,橡胶和塑料制品业,江苏省常州市金坛区白塔集镇南(丹金公路西侧),,119.574863,31.75637,3.17E-06,,
江苏金榆科技集团汽车电子有限公司,存续,1668,金坛区,仪器仪表制造业,江苏省常州市金坛区丹阳门北路张角山8号,,119.558859,31.748994,2.41E-06,,
常州金陵电力器材有限公司,存续,1000,金坛区,电气机械和器材制造业,江苏省常州市金坛区金城镇丹金路88号,,119.549333,31.748295,1.44E-06,,
常州市金坛区医用塑料厂,存续,2000,金坛区,橡胶和塑料制品业,江苏省常州市金坛区金城镇工业集中区丹凤路55号,,119.567756,31.772187,2.89E-06,,
常州勤创汽车配件有限公司,存续,1000,金坛区,汽车制造业,江苏省常州市金坛区金城镇丹金路77号,,119.560772,31.746572,1.44E-06,,
江苏成鹏汽车内饰科技有限公司,存续,2000,金坛区,汽车制造业,江苏省常州市金坛区金城镇金城路216号,,119.524724,31.715761,2.89E-06,,
江苏普雷特塑料包装有限公司,存续,1858,金坛区,橡胶和塑料制品业,江苏省常州市金坛区丹凤路55号,,119.524724,31.715761,2.68E-06,,
江苏奥轩光电科技有限公司,存续,1000,金坛区,电气机械和器材制造业,江苏省常州市金坛区金城镇金城路215号,,119.524724,31.715761,1.44E-06,,
江苏久力机械有限公司,存续,1000,金坛区,通用设备制造业,江苏省常州市金坛区金城镇白塔路1188号,,119.545294,31.699852,1.44E-06,,
常州金坛羊力机械厂,存续,1000,金坛区,通用设备制造业,江苏省常州市金坛区金城镇白塔路1188号,,119.545294,31.699852,1.44E-06,,
常州扬明实业有限公司,存续,3000,金坛区,铁路、船舶、航空航天和其他运输设备制造业,江苏省常州市金坛区金城镇白塔丹金路118号,,119.506235,31.739634,4.33E-06,,
江苏新春兰科学仪器有限公司,存续,1000,金坛区,仪器仪表制造业,江苏省常州市金坛区丹阳门北路9-G号,,119.484982,31.698862,1.44E-06,,
常州金坛宝华不锈钢制品有限公司,存续,1000,金坛区,金属制品业,江苏省常州市金坛区金阳东路85号,,119.597897,31.723247,1.44E-06,,
常州金坛志强机械有限公司,存续,1000,金坛区,通用设备制造业,江苏省常州市金坛区北环西路130号,,119.597897,31.723247,1.44E-06,,
江苏耀通科技有限公司,存续,1000,金坛区,仪器仪表制造业,江苏省常州市金坛区金城镇西坝头路69号,,119.509082,31.675522,1.44E-06,,
常州天坛燃气设备有限公司,存续,1200,金坛区,仪器仪表制造业,江苏省常州市金坛区金城镇白龙荡村委青龙村1号,,119.556388,31.747531,1.73E-06,,
江苏天坛实业有限公司,存续,2000,金坛区,电气机械和器材制造业,江苏省常州市金坛区金城镇白龙荡村委青龙村1号,,119.556388,31.747531,2.89E-06,,
江苏兴禾混凝土有限公司,存续,1000,金坛区,非金属矿物制品业,江苏省常州市金坛区金城镇龙山路268号,,119.526651,31.671113,1.44E-06,,
江苏铭鼎新材料科技有限公司,在业,1258,金坛区,橡胶和塑料制品业,江苏省常州市金坛区三星路1038号,,119.559712,31.734168,1.82E-06,,
江苏常富门窗科技有限公司,存续,2000,金坛区,金属制品业,江苏省常州市金坛区金沙大道1318号,,119.55161,31.756008,2.89E-06,,
江苏天驰轴承有限公司,存续,1000,金坛区,通用设备制造业,江苏省常州市金坛区西岗集镇(港城北路),,119.464741,31.737637,1.44E-06,,
常州博海照明电器有限公司,存续,1000,金坛区,电气机械和器材制造业,江苏省常州市金坛区朱林镇西岗村港城路31号,,119.569841,31.722353,1.44E-06,,
常州金坛金源电子有限公司,存续,1000,金坛区,仪器仪表制造业,江苏省常州市金坛区金城镇后阳街1号,,119.569841,31.722353,1.44E-06,,
江苏汇洲电梯部件有限公司,存续,1000,金坛区,通用设备制造业,江苏省常州市金坛区指前镇王母观村委上溪圩505号,,119.527674,31.670177,1.44E-06,,
江苏鑫田柴油机有限公司,存续,1010,金坛区,通用设备制造业,江苏省常州市金坛区金城镇后阳集镇兴阳北路,,119.570903,31.724669,1.46E-06,,
常州金坛鑫豪特种机械配件有限公司,存续,1000,金坛区,通用设备制造业,江苏省常州市金坛区金城镇洮西工业集中区中路1号,,119.464741,31.737637,1.44E-06,,
常州市金坛区鼎金混凝土有限公司,存续,1600,金坛区,非金属矿物制品业,江苏省常州市金坛区金城镇洮西工业集中区中路1号,,119.464741,31.737637,2.31E-06,,
常州金坛金云不锈钢制品有限公司,存续,2008,金坛区,金属制品业,江苏省常州市金坛区马家村166号,,119.464741,31.737637,2.90E-06,,
江苏三驰机械科技有限公司,存续,1000,金坛区,通用设备制造业,江苏省常州市金坛区金沙大道698号,,119.54646,31.752004,1.44E-06,,
江苏德尔福汽车内装饰有限公司,存续,1180,金坛区,汽车制造业,江苏省常州市金坛区金城镇花桥村委马家村118号,,119.59237,31.719918,1.70E-06,,
江苏耀通科技有限公司,存续,1000,金坛区,仪器仪表制造业,江苏省常州市金坛区金城镇西坝头路69号,,119.545115,31.752945,1.44E-06,,
江苏佳和电光源科技有限公司,存续,1000,金坛区,电气机械和器材制造业,江苏省常州市金坛区东下丘118号,,119.545757,31.75512,1.44E-06,,
常州金坛宝华不锈钢制品有限公司,存续,1000,金坛区,金属制品业,江苏省常州市金坛区金阳东路85号,,119.556388,31.747531,1.44E-06,,
常州市金坛海华建筑材料有限公司,存续,1200,金坛区,非金属矿物制品业,江苏省常州市金坛区西门大街219号,,119.560772,31.746572,1.73E-06,,
江苏华达玻璃有限公司,存续,1700,金坛区,非金属矿物制品业,江苏省常州市金坛区朱林镇工业集中区69号,,119.562733,31.74495,2.45E-06,,
常州市金坛区腾龙钢木家具有限公司,存续,1100,金坛区,家具制造业,江苏省常州市金坛区南环二路122号,,119.52423,31.661022,1.59E-06,,
江苏成业地效翼船有限公司,存续,1700,金坛区,铁路、船舶、航空航天和其他运输设备制造业,江苏省常州市金坛区朱林镇长兴工业园区19号,,119.552643,31.754273,2.45E-06,,
常州市旺达变压器有限公司,存续,1520,金坛区,电气机械和器材制造业,江苏省常州市金坛区朱林镇工业集中区168号,,119.54957,31.75582,2.20E-06,,
江苏奥轩光电科技有限公司,存续,1000,金坛区,电气机械和器材制造业,江苏省常州市金坛区金城镇金城路215号,,119.55161,31.756008,1.44E-06,,
常州市金坛隆宇机械有限公司,存续,1000,金坛区,通用设备制造业,江苏省常州市金坛区朱林镇长兴工业园区158号,,119.555033,31.754544,1.44E-06,,
常州杰普森建材科技有限公司,在业,1000,金坛区,非金属矿物制品业,江苏省常州市金坛区金城镇南瑶村委龙桥村135号,,119.563,31.749395,1.44E-06,,
江苏成鹏汽车内饰科技有限公司,存续,2000,金坛区,汽车制造业,江苏省常州市金坛区金城镇金城路216号,,119.441816,31.728289,2.89E-06,,
索科赛斯（江苏）机械科技有限公司,存续,1000,金坛区,汽车制造业,江苏省常州市金坛区金坛大道58号,,119.441816,31.728289,1.44E-06,,
江苏英格尔减速机有限公司,存续,1000,金坛区,通用设备制造业,江苏省常州市金坛区朱林镇红旗圩村委东坵桥505-46号,,119.572681,31.742384,1.44E-06,,
江苏华尔升玻璃科技有限公司,存续,1000,金坛区,非金属矿物制品业,江苏省常州市金坛区金城南路38号,,119.553634,31.758567,1.44E-06,,
常州浩源兴隆电子科技有限公司,存续,1019,金坛区,电气机械和器材制造业,江苏省常州市金坛区西门大街110栋101室,,119.463041,31.782629,1.47E-06,,
江苏巨人焊接有限公司,存续,1500,金坛区,通用设备制造业,江苏省常州市金坛区江南路32号,,119.553471,31.760246,2.17E-06,,
常州中腾轨道交通装备有限公司,存续,1900,金坛区,铁路、船舶、航空航天和其他运输设备制造业,江苏省常州市金坛区金城镇丹凤西路10号,,119.558882,31.759759,2.74E-06,,
常州市状科电器有限公司,存续,3500,金坛区,电气机械和器材制造业,江苏省常州市金坛区金城镇西环二路59号,,119.560896,31.760784,5.05E-06,,
